auction,name,artist,year,material,dimention,es_price,fin_price,cover
羅芙奧台北2022秋季拍賣會,檸檬茶,草間彌生,1982,壓克力 畫布,22.7 x 15.8 cm,11000000-16000000,0,https://ravenel.com//resource/cover/ArtworkCover/e526bd26-6105-4dcc-835d-a712f8fcddaa
羅芙奧台北2022秋季拍賣會,無限的網,草間彌生,1996,壓克力 畫布,41 x 31.8 cm,9000000-15000000,0,https://ravenel.com//resource/cover/ArtworkCover/afdb559c-3818-4c59-a6ae-fbd9c6189f1d
羅芙奧台北2022秋季拍賣會,深淵中的希望,朱德群,1993,油彩 畫布,146 x 114 cm,18000000-28000000,18000000,https://ravenel.com//resource/cover/ArtworkCover/55f691db-b5cb-4750-84d3-be5f1d6777f0
羅芙奧台北2022秋季拍賣會,15.02.2001,趙無極,2001,油彩 畫布,130 x 146 cm,46000000-65000000,54080000,https://ravenel.com//resource/cover/ArtworkCover/157a26d9-5af9-4ae2-8368-f3ad922e4077
羅芙奧台北2022秋季拍賣會,咖啡杯孩子們 (單一件),奈良美智,1995,壓克力 漆 玻璃纖維,95 (長) x 95 (寬) x 110 (高)cm,28000000-40000000,33600000,https://ravenel.com//resource/cover/ArtworkCover/a8607099-2405-4476-a603-c01a0926a24e
羅芙奧台北2022秋季拍賣會,告訴我為什麼 (A to Z),奈良美智,2006,奇異筆 油彩 壁紙 門片,174.5 (長) x 60.5 (寬).x 4.7 (厚) cm,9500000-18000000,10800000,https://ravenel.com//resource/cover/ArtworkCover/0f28fd61-f679-4907-8528-901a467b4415
羅芙奧台北2022秋季拍賣會,永恆的愛,草間彌生,2005,複合媒材 1/15 (手繪單一件),44(高) x 38(直徑) cm,9000000-16000000,10200000,https://ravenel.com//resource/cover/ArtworkCover/2273ab55-f5ca-4d29-b6b6-592cbdecf98a
羅芙奧台北2022秋季拍賣會,雪峰仙蹤,李真,2007,銅雕 3/8,71(長) x 77(寬) x 129(高) cm,7000000-9000000,0,https://ravenel.com//resource/cover/ArtworkCover/62f90124-064c-4e7e-9482-d03d23aaa4bf
羅芙奧台北2022秋季拍賣會,靜物與秋牡丹,貝爾納．畢費,1979,油彩 畫布,73 x 90 cm,3800000-6000000,0,https://ravenel.com//resource/cover/ArtworkCover/78862b7e-3b28-40c0-8162-38428ada5eff
羅芙奧台北2022秋季拍賣會,寵物,拉法‧馬卡龍,2018,綜合媒材 畫布,183 x 226 cm,3200000-5000000,5280000,https://ravenel.com//resource/cover/ArtworkCover/8217f00c-dbc8-479b-9f93-5f7d452ca3ef
羅芙奧台北2022秋季拍賣會,魔方主義-夢幻三男孩,Invader,2009,魔術方塊 裱於樹脂玻璃,84.5(長) x 84.5 (寬) x 8(厚) cm,3200000-4200000,0,https://ravenel.com//resource/cover/ArtworkCover/6cd09865-9a75-45f8-a7ed-b4e6d6ce181b
羅芙奧台北2022秋季拍賣會,界外 120 號,山口歷,2021,壓克力 樹酯 木板,76 (長) x 138 (寬) x 3 (厚) cm,3000000-4000000,3600000,https://ravenel.com//resource/cover/ArtworkCover/c6d2a069-7ab3-461d-8084-56c320f56298
羅芙奧台北2022秋季拍賣會,存在的狀態(鑰匙),塩田千春,,金屬框 鑰匙 黑線,97 (長) x 119 (寬) x 29 (高) cm,2600000-4000000,3120000,https://ravenel.com//resource/cover/ArtworkCover/c775f84d-54ba-411b-a28d-f0fe8455a7c6
羅芙奧台北2022秋季拍賣會,存在的狀態 (模型屋),塩田千春,2021,模型屋 黑線,81.5 (長) x 40 (寬) x 35(高) cm,2600000-3600000,2200000,https://ravenel.com//resource/cover/ArtworkCover/333cf00e-2bc7-428b-a671-6e18bb43e67e
羅芙奧台北2022秋季拍賣會,心洞生希望,中村萌,2012,木雕,65 (長) x 50 (寬) x 92 (高) cm,1900000-2800000,2040000,https://ravenel.com//resource/cover/ArtworkCover/a79a3d0c-9193-46a1-a5d9-3a5e5d9c96d7
羅芙奧台北2022秋季拍賣會,南瓜,草間彌生,2012,銅雕 96/100,27（長）x 27（寬）x 28（高）cm,2000000-3600000,3600000,https://ravenel.com//resource/cover/ArtworkCover/d3c83b4e-d9ab-4ec6-a515-b82d40ff86b7
羅芙奧台北2022秋季拍賣會,南瓜,草間彌生,1998,樹脂 3/30,13(長) x 13(寬) x 10 (高) cm,1200000-2200000,1320000,https://ravenel.com//resource/cover/ArtworkCover/e4dc20c7-c2e7-400d-b325-1c08da197a89
羅芙奧台北2022秋季拍賣會,魚,丁衍庸,1976,彩墨 紙本,69 x 45 cm,130000-240000,168000,https://ravenel.com//resource/cover/ArtworkCover/ae22cb53-2761-43a9-9ebe-0abf4aa0ad75
羅芙奧台北2022秋季拍賣會,仕女,席德進,1953,彩墨 紙本,38.5 x 29.5 cm,190000-280000,216000,https://ravenel.com//resource/cover/ArtworkCover/ac9883cc-affc-49cf-ac75-234bcdb7ad77
羅芙奧台北2022秋季拍賣會,晝與夜 # 4,陳庭詩,1971,版畫 A/P,180 x 29.5 cm,160000-260000,0,https://ravenel.com//resource/cover/ArtworkCover/634433b5-80a0-49b2-ae6e-04d7c47116ba
羅芙奧台北2022秋季拍賣會,炁系列之272,蕭勤,1981,壓克力 綜合媒材 紙本裱於畫布,55.5 x 79.5 cm,300000-400000,0,https://ravenel.com//resource/cover/ArtworkCover/c3ff7686-d8bc-4729-ba0e-bb0dfdf73cca
羅芙奧台北2022秋季拍賣會,廟埕;故鄉 ; (兩件一組),藍蔭鼎,1950年代,水墨 紙本,20 x 30 cm (每件),420000-550000,480000,https://ravenel.com//resource/cover/ArtworkCover/399924ec-9eec-414a-8040-f6d204907218
羅芙奧台北2022秋季拍賣會,喜事;浣衣 (兩件一組),藍蔭鼎,1950年代,水墨 紙本,20 x 30 cm (每件),420000-550000,0,https://ravenel.com//resource/cover/ArtworkCover/b2c6c6b1-8afa-4e6d-b19b-ae53a0a71020
羅芙奧台北2022秋季拍賣會,溪邊垂釣,藍蔭鼎,1967,水彩 紙本,35.1 X 53.4 cm,750000-1600000,0,https://ravenel.com//resource/cover/ArtworkCover/be1a73eb-16ae-48a5-97ac-b95ef78ad717
羅芙奧台北2022秋季拍賣會,衣錦還鄉,藍蔭鼎,1957,水彩 紙本,26 x 34.5 cm,320000-420000,360000,https://ravenel.com//resource/cover/ArtworkCover/fac4b14d-f720-4160-9e11-2a71aec7eca4
羅芙奧台北2022秋季拍賣會,觀音山 1976,陳德旺,,油彩 紙板錶於木板,25.5 x 20.5 cm,550000-800000,0,https://ravenel.com//resource/cover/ArtworkCover/bb92b036-e580-41df-8d37-9b73fc6c6e1d
羅芙奧台北2022秋季拍賣會,風景,莊喆,1977,油彩 畫布,86.5 x 86.5 cm,550000-650000,0,https://ravenel.com//resource/cover/ArtworkCover/6d3b5e81-fc42-4f2a-bfc4-ac462f6cbf00
羅芙奧台北2022秋季拍賣會,秋天的場景,楊識宏,2008,油彩 畫布,96.5 x 128 cm,650000-750000,660000,https://ravenel.com//resource/cover/ArtworkCover/3ae8e82e-5ecf-4d83-acd7-8327098b8cd2
羅芙奧台北2022秋季拍賣會,宇宙心-3,蕭勤,2003-2004,壓克力 畫布,70 x 90 cm,500000-600000,0,https://ravenel.com//resource/cover/ArtworkCover/466aff44-4a07-4720-af5d-14a22c80e399
羅芙奧台北2022秋季拍賣會,與克萊恩的對話 2,薛松,2000,綜合媒材 畫布,145 x 114 cm,750000-850000,840000,https://ravenel.com//resource/cover/ArtworkCover/147c2ba7-9604-4d0d-a462-9fc100dbd559
羅芙奧台北2022秋季拍賣會,故鄉的雪,王攀元,1991,油彩 畫布,60.5 x 72.5 cm,1100000-2200000,0,https://ravenel.com//resource/cover/ArtworkCover/3fe1558c-ba50-43f5-9c4f-760831f535a8
羅芙奧台北2022秋季拍賣會,沉默,邱亞才,,油彩 畫布,130 x 97 cm,1300000-2200000,0,https://ravenel.com//resource/cover/ArtworkCover/4bfc8f0a-efb2-4eb3-bf8d-0ec60a6d2d0d
羅芙奧台北2022秋季拍賣會,像海一樣,楊識宏,2007,油彩 畫布,112 x 160.5 cm,1100000-2200000,0,https://ravenel.com//resource/cover/ArtworkCover/f0c026c5-ce30-476b-a1fb-1f2b220c3926
羅芙奧台北2022秋季拍賣會,層層疊疊上遠山,龎均（龐均）,2020,油彩 畫布,73 x 91cm,1500000-2600000,1800000,https://ravenel.com//resource/cover/ArtworkCover/f27ccd43-9eb3-4e1f-98f9-c2fdc1b302a6
羅芙奧台北2022秋季拍賣會,春江千帆過,龎均（龐均）,2020,油彩 畫布,97 x 130 cm,2600000-3600000,2400000,https://ravenel.com//resource/cover/ArtworkCover/9473f105-91aa-4e80-852b-e1748764f572
羅芙奧台北2022秋季拍賣會,魚,王傳峰,2007,彩墨 紙本,258 x 81cm,2200000-3200000,2400000,https://ravenel.com//resource/cover/ArtworkCover/0090ae67-1da7-4ff1-9a6c-b3eb7a5d4608
羅芙奧台北2022秋季拍賣會,蓮花圖,林風眠,約1977-1979,彩墨 紙本,33 x 33 cm,3400000-4600000,0,https://ravenel.com//resource/cover/ArtworkCover/1c92acdf-67ed-449c-abcc-5b15a4e3558e
羅芙奧台北2022秋季拍賣會,太極,朱銘,1991,木雕,38(長) x 16(寬) x 42(高) cm,1900000-2800000,2160000,https://ravenel.com//resource/cover/ArtworkCover/f629e17a-d725-4395-85e8-8597901907df
羅芙奧台北2022秋季拍賣會,無心海,李真,2002,銅雕 7/8,75(長) x 36(寬) x 54(高) cm,1500000-2600000,2760000,https://ravenel.com//resource/cover/ArtworkCover/e6630655-15c9-4650-8272-be5a6f6f586d
羅芙奧台北2022秋季拍賣會,熊,土屋仁応,2019,樟木 水晶 彩色,49 (長) x 25(寬) x 14 (高),650000-800000,1260000,https://ravenel.com//resource/cover/ArtworkCover/f3f44849-2923-4dd2-887b-cda4490dc85f
羅芙奧台北2022秋季拍賣會,鹿,土屋仁応,,樟木 水晶 彩色,24 (長) x 12 (寬) x 42.5 (高) cm,800000-1600000,1560000,https://ravenel.com//resource/cover/ArtworkCover/bf7180cd-3e96-44db-8c5d-05cd896f171d
羅芙奧台北2022秋季拍賣會,藍絲絨的夢,夏俊娜,2003,油彩 畫布,80 x 60 cm,500000-600000,0,https://ravenel.com//resource/cover/ArtworkCover/f7afbe7b-68e7-427b-9a87-13b4a0c51ec6
羅芙奧台北2022秋季拍賣會,青春時光,董小蕙,2010,油彩 畫布,100 x 80 cm,650000-850000,1440000,https://ravenel.com//resource/cover/ArtworkCover/2a5afebb-9f7f-4056-80a4-6fd4bf0faa46
羅芙奧台北2022秋季拍賣會,Cool-headed No.1,亞歷克斯．費斯,2021,油彩 壓克力 噴漆 亞麻布,60 x 80 cm,420000-550000,1320000,https://ravenel.com//resource/cover/ArtworkCover/fcfb1fd6-e9eb-4f24-9431-c00409a864a8
羅芙奧台北2022秋季拍賣會,荒蕪的島,亞歷克斯．費斯,2021,油彩 壓克力 噴漆  亞麻布,80 x 80 cm,420000-700000,1020000,https://ravenel.com//resource/cover/ArtworkCover/5989f527-5c7a-43d0-b968-cefcf4c8432a
羅芙奧台北2022秋季拍賣會,女孩眼淚,韓忠錫,2022,壓克力 畫布,112.1 x 145.5 cm,360000-460000,408000,https://ravenel.com//resource/cover/ArtworkCover/b055fdf6-3274-48df-b589-6daf30c015b7
羅芙奧台北2022秋季拍賣會,藍色生活 No.4,張洹,2008,油彩 畫布,70 x 100cm,220000-320000,0,https://ravenel.com//resource/cover/ArtworkCover/68cc55b4-ac14-4d58-b722-e6f162f9472a
羅芙奧台北2022秋季拍賣會,春醒 #2,陳庭詩,1974,版畫 12/30,90 x 90 cm,240000-340000,0,https://ravenel.com//resource/cover/ArtworkCover/5db8c67c-de27-4f70-b53e-69044817b846
羅芙奧台北2022秋季拍賣會,一年行為表演(1978-1979),謝德慶,1980;1993 ;2000,"籠子創作於1980；版畫製作於1993；DVD發行於2000；
版畫 123 /365 聲明 海報；DVD",127 x 97 cm (版畫);27.5 x 21.5 cm (聲明);44.5 x 28.5 cm (海報),280000-380000,312000,https://ravenel.com//resource/cover/ArtworkCover/6b699f7a-db04-4cea-9841-b2122d4769b3
羅芙奧台北2022秋季拍賣會,鬱金香,張義雄,1990,油彩 畫布,55 x 38 cm,220000-320000,0,https://ravenel.com//resource/cover/ArtworkCover/0c3dac97-3598-4e0f-88fb-1244c574ac2f
羅芙奧台北2022秋季拍賣會,騎士曲,許敏雄,1995,油彩 畫布,117 x 73 cm,160000-260000,130000,https://ravenel.com//resource/cover/ArtworkCover/a49d2c49-7582-4a74-bebb-3f529b565431
羅芙奧台北2022秋季拍賣會,寒雪,詹金水,1998-2001,綜合媒材 畫布,91 x 116.5 cm,190000-280000,264000,https://ravenel.com//resource/cover/ArtworkCover/01c2e3b0-bc58-404f-8a5f-add649a2b651
羅芙奧台北2022秋季拍賣會,靜物(紅蟳),張萬傳,1993,油彩 畫布,31.5 x 41 cm,130000-240000,0,https://ravenel.com//resource/cover/ArtworkCover/11c4a3f8-04ed-44fb-93ee-90f9e3874a6a
羅芙奧台北2022秋季拍賣會,小丑;持花小丑(兩件一組),張義雄,2003;1996,油彩 畫布,18.5 x 14.5 cm (每件),90000-180000,120000,https://ravenel.com//resource/cover/ArtworkCover/1b6a6afb-bca4-4e66-86ed-5df852b7d9fc
羅芙奧台北2022秋季拍賣會,鸚鵡人與朋友,張騰遠,2022,壓克力 畫布,61 x 73 cm,70000-240000,120000,https://ravenel.com//resource/cover/ArtworkCover/362285b0-1881-474d-ad63-7a50a5bc4d96
羅芙奧台北2022秋季拍賣會,蝴蝶旋轉畫,達明．赫斯特,2009,壓克力 金屬塗料 紙本,68 x 52 cm,120000-260000,312000,https://ravenel.com//resource/cover/ArtworkCover/d63752ae-d967-44af-aa6f-186fbb1ce378
羅芙奧台北2022秋季拍賣會,愛心旋轉畫,達明．赫斯特,2009,壓克力 金屬塗料 紙本,51.5 x 51.5 cm,70000-140000,288000,https://ravenel.com//resource/cover/ArtworkCover/8788edcc-87be-4a60-8edd-872ce5cf0f21
羅芙奧台北2022秋季拍賣會,圓形旋轉畫,達明．赫斯特,2009,壓克力 金屬塗料 紙本,52 cm (直徑),70000-140000,336000,https://ravenel.com//resource/cover/ArtworkCover/867cac4c-43c5-4397-8e9e-b669aed301b9
羅芙奧台北2022秋季拍賣會,無題,薩波爾齊斯．博佐,2019,彩色筆 紙本,20 x 13.5 cm,150000-260000,97888,https://ravenel.com//resource/cover/ArtworkCover/9f389c40-b880-4242-b791-e15693f6c326
羅芙奧台北2022秋季拍賣會,小玫瑰,長井朋子,2019,壓克力 水彩 鉛筆 色鉛筆 拼貼 紙本錶於木板,41 x 31.8 cm,150000-240000,360000,https://ravenel.com//resource/cover/ArtworkCover/f009a561-7c6d-4073-83ca-72f01d2af36d
羅芙奧台北2022秋季拍賣會,植物,長井朋子,2020,水彩 鉛筆 色鉛筆 墨水 紙本 藝術家畫框,38 x 28.5 cm,190000-380000,384000,https://ravenel.com//resource/cover/ArtworkCover/24a8a161-71b4-4c2e-859e-4e02fa1e0fd7
羅芙奧台北2022秋季拍賣會,俏麗女孩,長井朋子,2009,水彩 鉛筆 色鉛筆 墨水 亮片 紙本錶於木板,103 x 72.8 cm,160000-360000,384000,https://ravenel.com//resource/cover/ArtworkCover/6b34e4c5-5b5f-40b5-8f09-b94998c5f3b4
羅芙奧台北2022秋季拍賣會,雕塑手稿 (兩件一組),金卷芳俊,2015,鉛筆 紙,40.6 x 32 cm;40.3 x 32 cm,160000-260000,0,https://ravenel.com//resource/cover/ArtworkCover/11a72b66-eb39-4f4d-826b-e01b1a86ff5e
羅芙奧台北2022秋季拍賣會,簽名塗鴉,奈良美智,1999,馬克筆 紙本,18 x 14 cm,220000-320000,228000,https://ravenel.com//resource/cover/ArtworkCover/b666f7cb-8633-42f5-a830-b5d3f51c6195
羅芙奧台北2022秋季拍賣會,自身與他者之間 #18,小林麻衣子,2018,綜合媒材 紙本,36 x 28 cm,320000-420000,0,https://ravenel.com//resource/cover/ArtworkCover/5606ce2b-2f7f-4874-b156-553c7dbb1b74
羅芙奧台北2022秋季拍賣會,高跟鞋,草間彌生,1979,水性筆 色紙,27.3 x 24.3 cm,800000-1500000,900000,https://ravenel.com//resource/cover/ArtworkCover/4387aefe-17ec-40b3-9350-43fb3103c258
羅芙奧台北2022秋季拍賣會,生氣氣,六角彩子,2007,壓克力 紙板,55 x 35 cm,1200000-2200000,1320000,https://ravenel.com//resource/cover/ArtworkCover/8f417dc5-8531-471f-86d7-5433b4c26e84
羅芙奧台北2022秋季拍賣會,獻給小黑,奈良美智,1992,壓克力 拼貼 紙本,56 x 41.7 cm,1800000-2600000,0,https://ravenel.com//resource/cover/ArtworkCover/1df60a30-3619-422b-aede-8746d8883634
羅芙奧台北2022秋季拍賣會,雕塑習作,奈良美智,2011-2012,鉛筆 紙本,52 x 35.5 cm,2000000-3000000,0,https://ravenel.com//resource/cover/ArtworkCover/85f3f08a-c1e9-49b4-be06-3ec97987f8d7
羅芙奧台北2022秋季拍賣會,再見 (雙面畫),哈維爾．卡勒加,2018,綜合媒材 紙本,70 x 100 cm,2200000-3200000,0,https://ravenel.com//resource/cover/ArtworkCover/3560b9bd-5d95-48cb-a3f2-3c78809ce6d7
羅芙奧台北2022秋季拍賣會,距離戰爭 2000 光年,奈良美智,2002,彩色鉛筆 紙本,30.5 x 22.7 cm,2800000-3600000,2880000,https://ravenel.com//resource/cover/ArtworkCover/3bb14726-560c-4c02-ae6b-61f5f44a5446
羅芙奧台北2022秋季拍賣會,連結,塩田千春,2019,水彩 蠟筆 紙本,83 x 59 cm,420000-550000,840000,https://ravenel.com//resource/cover/ArtworkCover/d6a71409-61b1-4988-b6a6-ddd6d9415877
羅芙奧台北2022秋季拍賣會,獨自一人,塩田千春,2016,油粉彩 線 紙本,40 x 30 cm,320000-420000,0,https://ravenel.com//resource/cover/ArtworkCover/750cbb0d-9f63-444f-9006-7b3fdfcae1af
羅芙奧台北2022秋季拍賣會,雙星仙子,中村萌,2018,綜合媒材 紙本,25.7 x 18.2 cm,100000-200000,204000,https://ravenel.com//resource/cover/ArtworkCover/98ff49b4-2918-4d03-bc29-fac990a3d029
羅芙奧台北2022秋季拍賣會,現在是大孩子了,喬恩·布爾格曼,2021,氣溶膠 油粉彩 紙本,55.9 x 76.2 cm,70000-160000,156000,https://ravenel.com//resource/cover/ArtworkCover/d1db40a4-46c1-4914-9af5-d6cea00676d2
羅芙奧台北2022秋季拍賣會,男孩 102,平子雄一,2017,綜合媒材,17.5 (長) x 25 (寬) x 37(高) cm,160000-260000,336000,https://ravenel.com//resource/cover/ArtworkCover/cbaae14d-dcb2-4d8a-9774-8ab350f929b0
羅芙奧台北2022秋季拍賣會,宇宙放暑假,阿咧,2017,美國土 釉,44 (長) x 35(寬) x 80 (高),160000-260000,384000,https://ravenel.com//resource/cover/ArtworkCover/f2ce69ed-7cea-4e4b-a084-4fe4bd2db42a
羅芙奧台北2022秋季拍賣會,我的選擇,東條明子,2019,檜木,16 (長) x 16(寬) x 40 (高)cm,160000-260000,360000,https://ravenel.com//resource/cover/ArtworkCover/59fba307-8ad3-4106-95f8-5e75e5b40dd5
羅芙奧台北2022秋季拍賣會,狼的住處 (兩件一組),東條明子,,木雕 色鉛筆 紙本,70(長)x 55(寬) x180 (高);40 x 29.5 cm,460000-600000,552000,https://ravenel.com//resource/cover/ArtworkCover/dcc1e387-e06e-4238-84b6-f3c591bf1a7f
羅芙奧台北2022秋季拍賣會,來自月球的使者(兩件一組),灰原愛,2021,木雕 壓克力; 鉛筆 壓克力 紙本,18(長) x 18(寬) x 38(高) cm;38.8 x 30.3 cm,260000-360000,288000,https://ravenel.com//resource/cover/ArtworkCover/060d3510-7fd7-4b40-957c-1ed79ddc0ed1
羅芙奧台北2022秋季拍賣會,抓住流星(兩件一組),灰原愛,2020,木雕 壓克力；鉛筆 壓克力 紙本,18(長) x 10(寬) x 33(高) cm ;28.8 x 23.8 cm,280000-380000,312000,https://ravenel.com//resource/cover/ArtworkCover/74394dc3-c1ae-496d-b2e4-4d7edc4dfb1a
羅芙奧台北2022秋季拍賣會,高跟鞋（金）,草間彌生,2013,瓷器 限量30  HC 1/5,22(長) x 8(寬) x 20(高) cm (右) ;22(長) x 8(寬) x 16.5(高) cm (左),500000-650000,900000,https://ravenel.com//resource/cover/ArtworkCover/918e9d80-2999-46a6-9cba-2ab409cf8bf3
